ञित,1
तत्प्रत्ययात्,1
क्रीतवत्,1
परिमाणात्,1
उष्ट्रात्,1
उमोर्णयो,1
एण्या,1
गोपयसो,1
द्रो,1
प्लक्षादिभ्य,1
जम्ब्वा,1
हरीतक्यादिभ्य,1
कंसीयपरशव्ययो,1
यञञौ,1
वहते,1
कुलत्थकोपधात्,1
गोपुच्छात्,1
नौद्‍व्यच,1
ठन्,6
श्वगणात्,1
वेतनादिभ्य,1
वस्नक्रयविक्रयात्,1
आयुधात्,1
हरति,2
उत्सङ्गादिभ्य,1
विवधवीवधात्,1
निर्वृत्ते,1
अक्षद्यूतादिभ्य,1
क्‍त्रे,1
मप्,1
अपमित्ययाचिताभ्याम्,1
कक्कनौ,1
चूर्णात्,1
लवणात्,2
मुद्गात्,1
व्यञ्जनै,1
उपसिक्ते,1
ओजःसहोम्भसा,1
वर्तते,2
प्रत्यनुपूर्वम्,1
ईपलोमकूलम्,1
परिमुखम्,1
कुसीददशैकादशात्,1
ष्ठन्ष्ठचौ,1
शब्ददर्दुरम्,1
करोति,6
परिपन्थम्,1
तिष्ठति,2
माथोत्तरपदपदव्यनुपदम्,1
धावति,1
आक्रन्दात्,1
पदोत्तरपदम्,1
गृह्णाति,1
प्रतिकण्ठार्थललामम्,1
धर्मम्,1
चरति,4
प्रतिपथम्,1
एति,11
परिषद,2
सेनाया,1
ललाटकुक्‍कुट्यौ,1
पश्यति,4
पण्यम्,1
शलालुन,1
मड्‍डुकझर्झरात्,1
परश्वधात्,1
शक्तियष्ट्‍यो,1
ईकक्,2
अस्तिनास्तिदिष्टम्,1
मति,2
छत्रादिभ्य,1
कर्म,24
अध्ययने,2
वृत्तम्,6
बह्वच्पूर्वपदात्,1
ठच्,3
हितम्,6
अस्मै,1
दीयते,3
नियुक्तम्,1
श्राणामांसौदनात्,1
टिठन्,2
भक्तात्,2
अगारान्तात्,1
अध्यायिनि,1
हितात्,1
द्वहति,1
रथयुगप्रासङ्गम्,1
धुर,1
यड्‍ढकौ,1
सर्वधुरात्,1
एकधुरात्,1
शकटात्,1
जन्या,1
विध्यति,2
अधनुषा,1
धनगणम्,1
लब्धा,3
अन्नात्,2
वशम्,4
गत,5
दृश्यम्,4
